title	tomato_meter	audience_score	date	directors
Austin Powers: International Man of Mystery	73	77	1997	['Jay Roach']
Grown Ups	11	62	2010	['Dennis Dugan']
Alien: Resurrection	54	39	1997	['Jean-Pierre Jeunet']
The Twilight Saga: Eclipse	47	60	2010	['David Slade']
Call Me by Your Name	94	86	2017	['Luca Guadagnino']
The Suicide Squad	90	82	2021	['James Gunn']
Mr. Nobody	68	76	2009	['Jaco Van Dormael']
Pitch Black	60	77	2000	['David Twohy']
A History of Violence	87	76	2005	['David Cronenberg']
Ender's Game	62	65	2013	['Gavin Hood']
Just Go with It	19	59	2011	['Dennis Dugan']
Warm Bodies	81	73	2013	['Jonathan Levine']
Natural Born Killers	49	81	1994	['Oliver Stone']
San Andreas	49	52	2015	['Brad Peyton']
I Am Number Four	33	57	2011	['D.J. Caruso']
Role Models	77	74	2008	['David Wain']
Knowing	34	42	2009	['Alex Proyas']
What's Eating Gilbert Grape	90	89	1993	['Lasse Hallström']
The Lincoln Lawyer	83	82	2011	['Brad Furman']
Meet Joe Black	45	81	1998	['Martin Brest']
Insurgent	28	58	2015	['Robert Schwentke']
Paranormal Activity	83	57	2007	['Oren Peli']
Me Before You	54	73	2016	['Thea Sharrock']
The Lone Ranger	30	51	2013	['Gore Verbinski']
Cube	64	76	1997	['Vincenzo Natali']
Chicago	86	83	2002	['Rob Marshall']
National Treasure: Book of Secrets	36	67	2007	['Jon Turteltaub']
Disturbia	69	77	2007	['D.J. Caruso']
Kiss Kiss Bang Bang	86	87	2005	['Shane Black']
Austin Powers: The Spy Who Shagged Me	52	71	1999	['Jay Roach']
Philadelphia	81	89	1993	['Jonathan Demme']
Silent Hill	32	63	2006	['Christophe Gans']
It Follows	96	66	2014	['David Robert Mitchell']
Jodaeiye Nader az Simin	99	92	2011	['Asghar Farhadi']
Singin' in the Rain	100	95	1952	['Stanley Donen', 'Gene Kelly']
How to Lose a Guy in 10 Days	42	77	2003	['Donald Petrie']
Hell or High Water	96	88	2016	['David Mackenzie']
The Adventures of Tintin	74	74	2011	['Steven Spielberg']
It Chapter Two	62	78	2019	['Andy Muschietti']
How the Grinch Stole Christmas	49	56	2000	['Ron Howard']
Old School	60	86	2003	['Todd Phillips']
Madagascar: Escape 2 Africa	64	66	2008	['Eric Darnell', 'Tom McGrath']
Dirty Dancing	69	90	1987	['Emile Ardolino']
Jason Bourne	54	55	2016	['Paul Greengrass']
Gandhi	85	92	1982	['Richard Attenborough']
Minions	55	49	2015	['Kyle Balda', 'Pierre Coffin']
Jumanji: The Next Level	71	87	2019	['Jake Kasdan']
The Hitman's Bodyguard	43	67	2017	['Patrick Hughes']
Thank You for Smoking	86	87	2005	['Jason Reitman']
Hercules	84	76	1997	['Ron Clements', 'John Musker']
Rio	72	71	2011	['Carlos Saldanha']
The Ides of March	83	73	2011	['George Clooney']
Ad Astra	83	40	2019	['James Gray']
Clerks	89	89	1994	['Kevin Smith']
True Romance	93	93	1993	['Tony Scott']
Ip Man	86	93	2008	['Wilson Yip']
The Fate of the Furious	67	72	2017	['F. Gary Gray']
Game Night	85	77	2018	['John Francis Daley', 'Jonathan Goldstein']
Munich	78	83	2005	['Steven Spielberg']
Body of Lies	55	62	2008	['Ridley Scott']
Hidden Figures	93	93	2016	['Theodore Melfi']
A Nightmare on Elm Street	95	84	1984	['Wes Craven']
The Purge	39	36	2013	['James DeMonaco']
Shakespeare in Love	92	80	1998	['John Madden']
Stranger Than Fiction	73	85	2006	['Marc Forster']
Match Point	77	81	2005	['Woody Allen']
Daredevil	44	35	2003	['Mark Steven Johnson']
El Camino: A Breaking Bad Movie	91	81	2019	['Vince Gilligan']
White House Down	52	62	2013	['Roland Emmerich']
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn	79	78	2020	['Cathy Yan']
The Descent	86	76	2005	['Neil Marshall']
Die Another Day	56	41	2002	['Lee Tamahori']
Tarzan	89	75	1999	['Chris Buck', 'Kevin Lima']
Master and Commander: The Far Side of the World	85	80	2003	['Peter Weir']
Toy Story 4	97	94	2019	['Josh Cooley']
Big	97	82	1988	['Penny Marshall']
Blade II	57	68	2002	['Guillermo del Toro']
Gremlins	85	78	1984	['Joe Dante']
Big Daddy	39	74	1999	['Dennis Dugan']
Napoleon Dynamite	72	74	2004	['Jared Hess']
The Babadook	98	72	2014	['Jennifer Kent']
Coraline	90	73	2009	['Henry Selick']
Closer	68	81	2004	['Mike Nichols']
Rush Hour 2	52	74	2001	['Brett Ratner']
Carlito's Way	82	91	1993	['Brian De Palma']
Lara Croft: Tomb Raider	20	47	2001	['Simon West']
Garden State	86	88	2004	['Zach Braff']
Ace Ventura: When Nature Calls	25	72	1995	['Steve Oedekerk']
King Arthur: Legend of the Sword	31	69	2017	['Guy Ritchie']
Death Race	42	60	2008	['Paul W.S. Anderson']
Get Smart	51	67	2008	['Peter Segal']
Rosemary's Baby	96	87	1968	['Roman Polanski']
EuroTrip	47	75	2004	['Jeff Schaffer', 'Alec Berg', 'David Mandel']
Rocky Balboa	77	76	2006	['Sylvester Stallone']
Happy Gilmore	61	85	1996	['Dennis Dugan']
Captain Fantastic	83	85	2016	['Matt Ross']
Dogma	67	85	1999	['Kevin Smith']
Planet Terror	76	77	2007	['Robert Rodriguez']
You've Got Mail	70	73	1998	['Nora Ephron']
Miss Congeniality	41	69	2000	['Donald Petrie']
The Number 23	8	56	2007	['Joel Schumacher']
Mad Max	90	70	1979	['George Miller']
Coming to America	72	85	1988	['John Landis']
A Walk to Remember	27	78	2002	['Adam Shankman']
I Love You, Man	83	74	2009	['John Hamburg']
Clueless	81	76	1995	['Amy Heckerling']
2 Guns	65	66	2013	['Baltasar Kormákur']
Bad Teacher	45	36	2011	['Jake Kasdan']
I, Tonya	90	88	2017	['Craig Gillespie']
Ice Age: Continental Drift	37	62	2012	['Steve Martino', 'Mike Thurmeier']
Bolt	89	74	2008	['Byron Howard', 'Chris Williams']
Rocky II	71	82	1979	['Sylvester Stallone']
Finding Neverland	83	87	2004	['Marc Forster']
What Women Want	54	54	2000	['Nancy Meyers']
Austin Powers in Goldmember	53	44	2002	['Jay Roach']
The Magnificent Seven	64	71	2016	['Antoine Fuqua']
You Don't Mess with the Zohan	37	45	2008	['Dennis Dugan']
Ocean's Eight	69	45	2018	['Gary Ross']
Oz the Great and Powerful	57	56	2013	['Sam Raimi']
Legally Blonde	70	72	2001	['Robert Luketic']
Revolutionary Road	67	71	2008	['Sam Mendes']
Blue Jasmine	91	77	2013	['Woody Allen']
Misery	90	89	1990	['Rob Reiner']
Assassin's Creed	18	42	2016	['Justin Kurzel']
American Wedding	54	63	2003	['Jesse Dylan']
The Croods	72	77	2013	['Kirk DeMicco', 'Chris Sanders']
Remember the Titans	73	93	2000	['Boaz Yakin']
The Evil Dead	95	84	1981	['Sam Raimi']
After Earth	11	36	2013	['M. Night Shyamalan']
The Internship	35	51	2013	['Shawn Levy']
Transporter 2	52	58	2005	['Louis Leterrier']
Dark City	76	85	1998	['Alex Proyas']
Resident Evil: Apocalypse	19	60	2004	['Alexander Witt']
A Good Day to Die Hard	15	40	2013	['John Moore']
Shrek Forever After	58	54	2010	['Mike Mitchell']
Close Encounters of the Third Kind	94	85	1977	['Steven Spielberg']
Basic Instinct	55	63	1992	['Paul Verhoeven']
Resident Evil: Extinction	25	58	2007	['Russell Mulcahy']
Straight Outta Compton	89	91	2015	['F. Gary Gray']
Space Jam	44	63	1996	['Joe Pytka']
Blue Valentine	86	77	2010	['Derek Cianfrance']
Who Framed Roger Rabbit	97	85	1988	['Robert Zemeckis']
Machete	72	63	2010	['Ethan Maniquis', 'Robert Rodriguez']
The Blues Brothers	73	92	1980	['John Landis']
The Secret Life of Pets	72	62	2016	['Chris Renaud', 'Yarrow Cheney']
Blue Velvet	93	88	1986	['David Lynch']
17 Again	56	67	2009	['Burr Steers']
Hanna	71	66	2011	['Joe Wright']
The Next Three Days	50	66	2010	['Paul Haggis']
Dracula Untold	25	58	2014	['Gary Shore']
Underworld: Evolution	17	72	2006	['Len Wiseman']
Drag Me to Hell	92	62	2009	['Sam Raimi']
Rocky IV	40	75	1985	['Sylvester Stallone']
Fracture	71	73	2007	['Gregory Hoblit']
Enchanted	93	80	2007	['Kevin Lima']
Tinker Tailor Soldier Spy	83	65	2011	['Tomas Alfredson']
Erin Brockovich	85	81	2000	['Steven Soderbergh']
Grindhouse	84	87	2007	['Directors', 'Robert Rodriguez', 'Eli Roth', 'Quentin Tarantino']
Goldfinger	99	89	1964	['Guy Hamilton']
Tomorrow Never Dies	56	53	1997	['Roger Spottiswoode']
Air Force One	78	66	1997	['Wolfgang Petersen']
This Means War	26	56	2012	['McG']
A Million Ways to Die in the West	33	41	2014	['Seth MacFarlane']
Rocky III	63	74	1982	['Sylvester Stallone']
Knight and Day	52	49	2010	['James Mangold']
Swordfish	25	59	2001	['Dominic Sena']
Paths of Glory	95	95	1957	['Stanley Kubrick']
Ted 2	44	50	2015	['Seth MacFarlane']
Sausage Party	82	50	2016	['Greg Tiernan', 'Conrad Vernon']
Chocolat	62	83	2000	['Lasse Hallström']
Eagle Eye	26	62	2008	['D.J. Caruso']
Stargate	53	73	1994	['Roland Emmerich']
Cinderella Man	80	91	2005	['Ron Howard']
The Golden Compass	42	51	2007	['Chris Weitz']
Sideways	97	79	2004	['Alexander Payne']
Cruel Intentions	55	81	1999	['Roger Kumble']
Taken 3	13	43	2014	['Olivier Megaton']
Chicken Run	97	65	2000	['Peter Lord', 'Nick Park']
Charlie's Angels	69	45	2000	['McG']
Jupiter Ascending	28	38	2015	['Lana Wachowski', 'Lilly Wachowski']
The Man from Earth	100	85	2007	['Richard Schenkman']
Waterworld	48	43	1995	['Kevin Reynolds']
Secret Window	46	65	2004	['David Koepp']
Spaceballs	56	83	1987	['Mel Brooks']
Robin Hood: Prince of Thieves	52	72	1991	['Kevin Reynolds']
Falling Down	73	84	1993	['Joel Schumacher']
The Favourite	93	69	2018	['Yorgos Lanthimos']
The Iron Giant	96	90	1999	['Brad Bird']
25th Hour	79	85	2002	['Spike Lee']
Taare Zameen Par	91	96	2007	['Aamir Khan', 'Amole Gupte']
Hostel	61	53	2005	['Eli Roth']
Battle: Los Angeles	36	48	2011	['Jonathan Liebesman']
xXx	49	58	2002	['Rob Cohen']
Red Sparrow	45	49	2018	['Francis Lawrence']
The Last King of Scotland	87	89	2006	['Kevin Macdonald']
Ronin	68	80	1998	['John Frankenheimer']
Rushmore	90	91	1998	['Wes Anderson']
Talladega Nights: The Ballad of Ricky Bobby	71	73	2006	['Adam McKay']
13 Going on 30	65	70	2004	['Gary Winick']
Godzilla vs. Kong	75	91	2021	['Adam Wingard']
Bright	27	83	2017	['David Ayer']
Cruella	74	97	2021	['Craig Gillespie']
Happy Feet	76	70	2006	['George Miller', 'Warren Coleman', 'Judy Morris']
Desperado	67	79	1995	['Robert Rodriguez']
The Expendables 3	32	48	2014	['Patrick Hughes']
Pi	88	85	1998	['Darren Aronofsky']
First Man	87	67	2018	['Damien Chazelle']
Layer Cake	80	84	2004	['Matthew Vaughn']
About a Boy	93	55	2002	['Chris Weitz', 'Paul Weitz']
Beverly Hills Cop	83	82	1984	['Martin Brest']
Dazed and Confused	92	90	1993	['Richard Linklater']
The Legend of Tarzan	35	58	2016	['David Yates']
Shark Tale	36	44	2004	['Bibo Bergeron', 'Vicky Jenson', 'Rob Letterman']
Anchorman 2: The Legend Continues	75	52	2013	['Adam McKay']
Point Break	69	79	1991	['Kathryn Bigelow']
Dangal	88	94	2016	['Nitesh Tiwari']
Cool Hand Luke	100	95	1967	['Stuart Rosenberg']
30 Days of Night	51	56	2007	['David Slade']
Central Intelligence	71	62	2016	['Rawson Marshall Thurber']
The Longest Yard	31	62	2005	['Peter Segal']
Valerian and the City of a Thousand Planets	47	53	2017	['Luc Besson']
Ed Wood	92	88	1994	['Tim Burton']
The Tomorrow War	52	77	2021	['Chris McKay']
Dark Phoenix	22	64	2019	['Simon Kinberg']
Blade: Trinity	25	58	2004	['David S. Goyer']
PK	77	85	2014	['Rajkumar Hirani']
Girl, Interrupted	53	84	1999	['James Mangold']
Deep Impact	45	43	1998	['Mimi Leder']
The Danish Girl	67	72	2015	['Tom Hooper']
Madagascar 3: Europe's Most Wanted	78	72	2012	['Eric Darnell', 'Tom McGrath', 'Conrad Vernon']
What We Do in the Shadows	96	86	2014	['Jemaine Clement', 'Taika Waititi']
Free Guy	80	94	2021	['Shawn Levy']
Breakfast at Tiffany's	89	91	1961	['Blake Edwards']
Cars 2	40	49	2011	['John Lasseter', 'Bradford Lewis']
The Apartment	93	94	1960	['Billy Wilder']
Tucker and Dale vs Evil	85	85	2010	['Eli Craig']
Independence Day: Resurgence	30	30	2016	['Roland Emmerich']
Army of Darkness	73	87	1992	['Sam Raimi']
Dial M for Murder	89	92	1954	['Alfred Hitchcock']
Over the Hedge	75	71	2006	['Tim Johnson', 'Karey Kirkpatrick']
Need for Speed	22	57	2014	['Scott Waugh']
Milk	93	89	2008	['Gus Van Sant']
The Heat	66	71	2013	['Paul Feig']
Demolition Man	60	66	1993	['Marco Brambilla']
Sleepless in Seattle	75	75	1993	['Nora Ephron']
Incendies	92	92	2010	['Denis Villeneuve']
Terminator: Dark Fate	70	82	2019	['Tim Miller']
He's Just Not That Into You	41	59	2009	['Ken Kwapis']
Horrible Bosses 2	35	47	2014	['Sean Anders']
Mary Poppins	96	86	1964	['Robert Stevenson']
Team America: World Police	77	80	2004	['Trey Parker']
Exodus: Gods and Kings	30	35	2014	['Ridley Scott']
Three Kings	94	77	1999	['David O. Russell']
The Third Man	99	93	1949	['Carol Reed']
Beowulf	71	50	2007	['Robert Zemeckis']
Scream 2	81	57	1997	['Wes Craven']
National Lampoon's Christmas Vacation	67	86	1989	['Jeremiah S. Chechik']
RED 2	44	63	2013	['Dean Parisot']
Hitman	16	57	2007	['Xavier Gens']
In the Name of the Father	94	95	1993	['Jim Sheridan']
The Hills Have Eyes	52	58	2006	['Alexandre Aja']
Rise of the Guardians	75	80	2012	['Peter Ramsey']
Doctor Sleep	78	89	2019	['Mike Flanagan']
Alexander	16	35	2004	['Oliver Stone']
Hot Tub Time Machine	63	56	2010	['Steve Pink']
The Age of Adaline	55	67	2015	['Lee Toland Krieger']
Event Horizon	28	61	1997	['Paul W.S. Anderson']
Resident Evil: Afterlife	21	48	2010	['Paul W.S. Anderson']
Lethal Weapon 2	82	77	1989	['Richard Donner']
The Meg	46	42	2018	['Jon Turteltaub']
Miss Peregrine's Home for Peculiar Children	64	60	2016	['Tim Burton']
La haine	100	95	1995	['Mathieu Kassovitz']
Date Night	66	55	2010	['Shawn Levy']
Flightplan	37	48	2005	['Robert Schwentke']
Zombieland: Double Tap	68	88	2019	['Ruben Fleischer']
Transporter 3	40	48	2008	['Olivier Megaton']
Michael Clayton	91	69	2007	['Tony Gilroy']
Rambo: First Blood Part II	33	60	1985	['George P. Cosmatos']
Deepwater Horizon	83	82	2016	['Peter Berg']
Legends of the Fall	58	87	1994	['Edward Zwick']
Once Upon a Time in Mexico	66	64	2003	['Robert Rodriguez']
Galaxy Quest	90	79	1999	['Dean Parisot']
Hard Candy	67	78	2005	['David Slade']
Lethal Weapon 3	60	61	1992	['Richard Donner']
The Perfect Storm	47	63	2000	['Wolfgang Petersen']
Letters from Iwo Jima	91	86	2006	['Clint Eastwood']
Riddick	57	56	2013	['David Twohy']
Lethal Weapon 4	53	64	1998	['Richard Donner']
The Trial of the Chicago 7	89	90	2020	['Aaron Sorkin']
Barry Lyndon	91	92	1975	['Stanley Kubrick']
Sin City: A Dame to Kill For	42	44	2014	['Frank Miller', 'Robert Rodriguez']
Dr. No	95	82	1962	['Terence Young']
Insidious: Chapter 2	39	57	2013	['James Wan']
Final Destination 2	48	58	2003	['David R. Ellis']
Rush Hour 3	18	63	2007	['Brett Ratner']
27 Dresses	41	57	2008	['Anne Fletcher']
6 Underground	36	60	2019	['Michael Bay']
Scary Movie 2	14	52	2001	['Keenen Ivory Wayans']
Invictus	76	75	2009	['Clint Eastwood']
Molly's Game	81	84	2017	['Aaron Sorkin']
Blades of Glory	70	68	2007	['Josh Gordon', 'Will Speck']
Predator 2	30	44	1990	['Stephen Hopkins']
47 Ronin	16	48	2013	['Carl Rinsch']
Annabelle	29	35	2014	['John R. Leonetti']
Underworld: Rise of the Lycans	29	63	2009	['Patrick Tatopoulos']
Unbroken	51	70	2014	['Angelina Jolie']
Buried	87	65	2010	['Rodrigo Cortés']
The Mechanic	53	51	2011	['Simon West']
From Hell	57	66	2001	['Albert Hughes', 'Allen Hughes']
Bumblebee	90	74	2018	['Travis Knight']
She's the Man	44	79	2006	['Andy Fickman']
Jay and Silent Bob Strike Back	53	75	2001	['Kevin Smith']
Network	92	93	1976	['Sidney Lumet']
London Has Fallen	28	50	2016	['Babak Najafi']
Young Frankenstein	94	92	1974	['Mel Brooks']
Idiocracy	74	60	2006	['Mike Judge']
Wonder	86	88	2017	['Stephen Chbosky']
Bee Movie	49	53	2007	['Simon J. Smith', 'Steve Hickner']
War Horse	74	74	2011	['Steven Spielberg']
Poltergeist	86	79	1982	['Tobe Hooper']
Frozen II	78	92	2019	['Chris Buck', 'Jennifer Lee']
Abraham Lincoln: Vampire Hunter	34	50	2012	['Timur Bekmambetov']
Johnny English	33	51	2003	['Peter Howitt']
Crazy Rich Asians	90	76	2018	['Jon M. Chu']
The Maltese Falcon	100	91	1941	['John Huston']
Pitch Perfect 2	65	64	2015	['Elizabeth Banks']
Enola Holmes	91	70	2020	['Harry Bradbeer']
Spy Game	66	75	2001	['Tony Scott']
Wild Wild West	17	28	1999	['Barry Sonnenfeld']
Adventureland	89	61	2009	['Greg Mottola']
On the Waterfront	99	95	1954	['Elia Kazan']
Honey, I Shrunk the Kids	77	54	1989	['Joe Johnston']
Analyze This	69	62	1999	['Harold Ramis']
Monsters vs. Aliens	73	59	2009	['Rob Letterman', 'Conrad Vernon']
Next	28	53	2007	['Lee Tamahori']
Dirty Harry	87	90	1971	['Don Siegel', 'Clint Eastwood']
Allied	61	64	2016	['Robert Zemeckis']
Saving Mr. Banks	79	84	2013	['John Lee Hancock']
The Spectacular Now	91	76	2013	['James Ponsoldt']
Four Weddings and a Funeral	96	74	1994	['Mike Newell']
The Disaster Artist	91	85	2017	['James Franco']
Bridge to Terabithia	85	70	2007	['Gabor Csupo']
Wall Street	79	81	1987	['Oliver Stone']
Roma	96	72	2018	['Alfonso Cuarón']
Jack Reacher: Never Go Back	38	42	2016	['Edward Zwick']
Snowden	61	70	2016	['Oliver Stone']
The Purge: Anarchy	57	56	2014	['James DeMonaco']
The Equalizer 2	52	60	2018	['Antoine Fuqua']
La piel que habito	81	84	2011	['Pedro Almodóvar']
The Old Guard	80	70	2020	['Gina Prince-Bythewood']
The Imaginarium of Doctor Parnassus	64	60	2009	['Terry Gilliam']
Grown Ups 2	8	53	2013	['Dennis Dugan']
Mr. Brooks	55	76	2007	['Bruce A. Evans']
Man on a Ledge	31	52	2012	['Asger Leth']
Shoot 'Em Up	67	65	2007	['Michael Davis']
I Am Sam	35	86	2001	['Jessie Nelson']
The Drop	89	76	2014	['Michaël R. Roskam']
Antz	92	52	1998	['Eric Darnell', 'Tim Johnson']
Inside Llewyn Davis	92	74	2013	['Ethan Coen', 'Joel Coen']
Double Indemnity	97	95	1944	['Billy Wilder']
Pandorum	30	49	2009	['Christian Alvart']
Vantage Point	34	57	2008	['Pete Travis']
Memoirs of a Geisha	35	83	2005	['Rob Marshall']
The Running Man	66	60	1987	['Paul Michael Glaser']
The Post	88	73	2017	['Steven Spielberg']
Underworld: Awakening	26	62	2012	['Måns Mårlind', 'Björn Stein']
Dear John	28	55	2010	['Lasse Hallström']
Monster	81	81	2003	['Patty Jenkins']
Wayne's World	78	84	1992	['Penelope Spheeris']
I Know What You Did Last Summer	45	40	1997	['Jim Gillespie']
Trading Places	88	84	1983	['John Landis']
Dogville	70	89	2003	['Lars von Trier']
Cold Mountain	70	77	2003	['Anthony Minghella']
A Simple Favor	84	73	2018	['Paul Feig']
Last Action Hero	40	47	1993	['John McTiernan']
The Way Way Back	83	84	2013	['Nat Faxon', 'Jim Rash']
Logan Lucky	92	76	2017	['Steven Soderbergh']
Four Brothers	52	80	2005	['John Singleton']
The Lake House	35	73	2006	['Alejandro Agresti']
Devil	49	43	2010	['John Erick Dowdle']
The Rocky Horror Picture Show	78	85	1975	['Jim Sharman']
The Grudge	40	46	2004	['Takashi Shimizu']
Mr. Deeds	22	59	2002	['Steven Brill']
It's Kind of a Funny Story	58	66	2010	['Anna Boden', 'Ryan Fleck']
Kung Fu Panda 3	87	78	2016	['Alessandro Carloni', 'Jennifer Yuh Nelson']
Scary Movie 3	35	54	2003	['David Zucker']
Kindergarten Cop	51	52	1990	['Ivan Reitman']
Ralph Breaks the Internet	88	65	2018	['Phil Johnston', 'Rich Moore']
Fun with Dick and Jane	29	49	2005	['Dean Parisot']
Conan the Barbarian	64	74	1982	['John Milius']
Bad Boys for Life	76	96	2020	['Adil El Arbi', 'Bilall Fallah']
Crimson Peak	72	55	2015	['Guillermo del Toro']
Ray	79	87	2004	['Taylor Hackford']
Bad Santa	78	75	2003	['Terry Zwigoff']
Locke	91	72	2013	['Steven Knight']
Billy Madison	42	79	1995	['Tamra Davis']
The Wedding Singer	69	80	1998	['Frank Coraci']
Resident Evil: Retribution	28	51	2012	['Paul W.S. Anderson']
We Need to Talk About Kevin	75	78	2011	['Lynne Ramsay']
Crank: High Voltage	64	49	2009	['Mark Neveldine', 'Brian Taylor']
Evan Almighty	23	52	2007	['Tom Shadyac']
Transformers: The Last Knight	15	43	2017	['Michael Bay']
Killing Them Softly	74	44	2012	['Andrew Dominik']
Pixels	18	46	2015	['Chris Columbus']
White Chicks	15	55	2004	['Keenen Ivory Wayans']
Bad Times at the El Royale	74	73	2018	['Drew Goddard']
Foxcatcher	87	66	2014	['Bennett Miller']
The Founder	81	82	2016	['John Lee Hancock']
Tower Heist	68	48	2011	['Brett Ratner']
A Serious Man	89	68	2009	['Ethan Coen', 'Joel Coen']
My Best Friend's Wedding	73	73	1997	['P.J. Hogan']
Final Destination 3	44	57	2006	['James Wong']
The Killing of a Sacred Deer	80	63	2017	['Yorgos Lanthimos']
Snakes on a Plane	69	49	2006	['David R. Ellis']
Bambi	90	73	1942	['Directors', 'James Algar', 'Samuel Armstrong', 'David Hand']
Rope	94	90	1948	['Alfred Hitchcock']
Tombstone	74	94	1993	['George P. Cosmatos', 'Kevin Jarre']
