title	themes	movie_moods	keywords	date	directors
Jurassic Park	['Adrenaline Rush']	['Experiments Gone Awry', 'Forces of Nature', 'Mad Scientists', 'Technology Run Amok']	['dinosaurs', 'island', 'rampage', 'experiment', 'genetic-engineering', 'scientist', 'prehistoric', 'Tyrannosaurus', 'Rex', 'theme-park']	1993	['Steven Spielberg']
No Country for Old Men	['Abandon All Hope']	['Hired Killers', 'One Against the Mob', 'Drug Trade', 'Unlikely Criminals']	['money', 'chase', 'killer', 'Texan', 'suitcase', 'veteran[military]', 'drug-ring']	2007	['Ethan Coen', 'Joel Coen']
I Am Legend	['Adrenaline Rush', 'Fantastic Reality']	['Post-Apocalypse', 'Mutants', 'Plagues and Epidemics']	['city', 'civilization', 'last-man', 'loneliness', 'plague', 'scientist', 'vampire', 'virus', 'devastation', 'survivor']	2007	['Francis Lawrence']
Sin City	['Tough Guys']	['Out For Revenge', 'Femmes Fatales', 'One Against the Mob', 'Prostitutes']	['thug', 'corruption', 'blackmail', 'stripper', 'cop-killer', 'serial-killer', 'castration', 'child-molestation']	2005	['Frank Miller', 'Quentin Tarantino', 'Robert Rodriguez']
Gone Girl	['Nail-biters', 'Spellbinders']	"[""Clearing One's Name"", 'Missing Persons']"	['anniversary', 'disappearance', 'husband', 'suspect']	2014	['David Fincher']
Full Metal Jacket	['Tough Guys', 'Abandon All Hope']	['Innocence Lost', 'Military Life']	['Marines', 'battlefield', 'boot-camp[military]', 'drill-instructor', 'training', 'Vietnam', 'war', 'suicide']	1987	['Stanley Kubrick']
The Imitation Game	['For Love of Country']	['Unlikely Heroes']	['code[encryption]', 'computer-whiz', 'homosexual', 'mathematics', 'scientist', 'suicide', 'war']	2014	['Morten Tyldum']
Indiana Jones and the Last Crusade	['Adrenaline Rush']	['Obsessive Quests', 'Treasure Hunts', 'Daring Rescues', 'Fathers and Sons', 'Immortality', 'Priceless Artifacts and Prized Objects']	['father', 'mercenary', 'Holy-Grail', 'treasure', 'family', 'Nazism', 'rescue', 'escape', 'betrayal', 'journey', 'kidnapping', 'search', 'son']	1989	['Steven Spielberg']
Kill Bill: Vol. 2	['Eyepoppers', 'Strictly Speaking']	['Out For Revenge', 'Hired Killers', 'Mentors', 'Mothers and Daughters']	['assassination', 'daughter', 'femme-fatale', 'flashback', 'martial-arts', 'mentor', 'revenge']	2004	['Quentin Tarantino']
Le fabuleux destin d'Amélie Poulain	['A World of Its Own', 'In the Mood for Love', 'Pick-Me-Ups']	['Fantasy Life', 'First Love', 'Matchmakers', 'Righting the Wronged', 'Fathers and Daughters']	['love-at-first-sight', 'altruism', 'cafe', 'daydream', 'fairy-tale-romance', 'loner', 'love-fantasy', 'matchmaker', 'Parisian', 'shyness']	2001	['Jean-Pierre Jeunet']
12 Angry Men	['Food for Thought']	['Class Differences', 'Redemption', 'Social Injustice']	['justice', 'jury', 'courtroom', 'prejudice', 'trial[courtroom]', 'acquittal', 'conflict', 'evidence', 'one-against-odds']	1957	['Sidney Lumet']
Spider-Man	['Adrenaline Rush']	['Double Life', 'Experiments Gone Awry', 'Heroic Mission', 'Faltering Friendships', 'Unrequited Love']	['Superhero', 'spider', 'crimefighter', 'crush', 'friendship', 'high-school', 'newspaper', 'secret-identity', 'teenagers', 'aunt', 'photojournalist']	2002	['Sam Raimi']
Captain America: Civil War	['Adrenaline Rush']	['Heroic Mission']	['bureaucracy', 'determination', 'friendship', 'humanity', 'responsibility', 'strength', 'Superhero', 'war']	2016	['Anthony Russo', 'Joe Russo']
Cidade de Deus	['Food for Thought', 'Only Human']	['Inner City Blues', 'Street Gangs', 'Drug Trade', 'Police Corruption']	['gang-war', 'ghetto', 'slums', 'Brazil', 'life-of-crime', 'cocaine', 'drug-dealer', 'poverty', 'street-kid']	2002	['Fernando Meirelles', 'Kátia Lund']
Black Swan	['Head Trips']	"[""Dancer's Life"", 'Metamorphosis', 'Feuds']"	['dancer', 'mother', 'obsession', 'production[showbiz]', 'swan', 'transformation', 'ballet-dance']	2010	['Darren Aronofsky']
Star Wars: Episode III - Revenge of the Sith	['Other Dimensions']	['Rise To Power', 'Space Wars', 'Robots and Androids', 'Political Unrest']	['galaxy', 'master[expert]', 'emperor', 'villain', 'android', 'clone', 'commander', 'evil', 'forces[military]', 'leader', 'war', 'pregnancy', 'twins']	2005	['George Lucas']
Blade Runner	['A World of Its Own', 'Other Dimensions']	['Future Dystopias', 'Experiments Gone Awry', 'Obsessive Quests', 'Robots and Androids', 'Technology Run Amok']	['android', 'cyborg', 'future', 'detective', 'killing', 'man-vs-machine', 'technology', 'killler-robot']	1982	['Ridley Scott']
Man of Steel	['A World of Its Own', 'Fantastic Reality']	['Benign Aliens', 'Heroic Mission', 'Misfits and Outsiders']	['super-power', 'Superhero']	2013	['Zack Snyder']
Fargo	['Comedy on the Edge']	['Crime Gone Awry', 'Kidnapping']	['midwestern', 'ransom', 'murder-for-hire', 'con/scam', 'greed', 'kidnapping', 'finances', 'investigation', 'murder', 'ex-convict', 'investigator', 'killing', 'police', 'wife']	1996	['Joel Coen', 'Ethan Coen']
District 9	['Fantastic Reality', 'Food for Thought']	['Benign Aliens', 'Flight of the Innocent']	['Africa', 'alien[not', 'human]', 'biotechnology', 'concentration-camp', 'DNA', '(Deoxyribonucleic', 'Acid)', 'escape', 'mutant', 'refugee-camp', 'South-Africa', 'technology', 'virus', 'weapons']	2009	['Neill Blomkamp']
Once Upon a Time... in Hollywood	['Abandon All Hope']	"['All Washed Up', 'Crimes of Passion', 'Love Triangles', ""Men's Friendship""]"	['actor', 'cult', 'hippie', 'Hollywood', 'mass-murder', 'voyeur']	2019	['Quentin Tarantino']
Doctor Strange	['Adrenaline Rush', 'Other Dimensions']	['Curses and Spells', 'Fantasy Lands', 'Heroic Mission', 'Wizards and Magicians']	['magic', 'mentor', 'power', 'sorcerer', 'surgeon', 'tutelage', 'universe', 'wizard']	2016	['Scott Derrickson']
Thor: Ragnarok	['Adrenaline Rush']	['Heroic Mission']	['contest', 'exile', 'gladiator', 'imprisonment', 'survival']	2017	['Taika Waititi']
La vita è bella	['Triumph of the Spirit']	['Crimes Against Humanity', 'Fathers and Sons', 'Life Under Occupation']	['danger', 'fiancee', 'Holocaust', 'imprisonment', 'love-triangle', 'marriage', 'schoolteacher']	1997	['Roberto Benigni']
Suicide Squad	['Adrenaline Rush', 'Angsty', 'Tough Guys']	"[""Criminal's Revenge"", 'Death Row', 'Heroic Mission', 'Prison Life', 'Redemption', 'Women in Prison']"	['criminal', 'government', 'group', 'mission[quest]', 'prisoner', 'redemption', 'scoundrel', 'villain']	2016	['David Ayer']
Inside Out	['Pick-Me-Ups', 'Young and Old Alike']	['Daring Rescues', 'Heroic Mission', 'New Kid in Town', 'Race Against Time', 'Showing Feelings [k]', 'Unlikely Friendships']	['emotion', 'imaginary-friend', 'joy', 'memory', 'new-kid-in-town', 'brain', 'mind']	2015	['Pete Docter', 'Ronnie Del Carmen']
Trainspotting	['Comedy on the Edge']	['Drug Addiction', 'Drug Trade', 'Dangerous Friends', 'Down on Their Luck', 'Existential Crisis', 'Faltering Friendships']	['abuse', 'addiction', 'drugs', 'ghetto']	1996	['Danny Boyle']
The King's Speech	['For Love of Country', 'Triumph of the Spirit']	['Crowned Heads', 'Doctors and Patients', 'Living With Disability', 'Underdogs', 'Unlikely Friendships']	['king', 'queen[royalty]', 'speech-impediment', 'speech-therapist', 'stutterer']	2010	['Tom Hooper']
Million Dollar Baby	['In a Minor Key', 'Food for Thought']	['Unlikely Friendships', 'Boxers', 'Coaches and Players', 'In Training', 'Mentors', 'Redemption', 'Tomboys']	['boxing', 'trainer', 'woman']	2004	['Clint Eastwood']
The Social Network	['Strictly Speaking']	['Faltering Friendships', 'Inventors', 'Ladder to the Top']	['college', 'computer-program', 'computer-programmer', 'entrepreneur', 'friendship', 'lawsuit', 'Internet', 'inventor']	2010	['David Fincher']
Skyfall	['Adrenaline Rush', 'Button Pushers']	['Heroic Mission', 'Race Against Time']	['mission[quest]', 'spy']	2012	['Sam Mendes']
X: First Class	['Adrenaline Rush']	['Mutants', 'Social Injustice']	['mutant', 'nuclear-threat', 'school']	2011	['Matthew Vaughn']
X-Men: Days of Future Past	['Adrenaline Rush']	['Time Travel', 'Heroic Mission', 'Mutants', 'Technology Run Amok', 'Social Injustice', 'Robots and Androids', 'Future Dystopias']	['assassination', 'future', 'genocide', 'history', 'mutant', 'past', 'President', 'robot', 'school', 'time-travel']	2014	['Bryan Singer']
Ratatouille	['Young and Old Alike']	['Cooks and Chefs', 'Fish Out of Water', 'Ladder to the Top', 'Obsessive Quests', 'Unlikely Friendships']	['chef', 'dreams-of-success', 'food', 'restaurant', 'sewer-system', 'rat[animal]']	2007	['Brad Bird', 'Jan Pinkava']
Star Wars: Episode II - Attack of the Clones	['Adrenaline Rush', 'Other Dimensions']	['Assassination Plots', 'Heroic Mission', 'Robots and Androids', 'Space Wars', 'Star-Crossed Lovers']	['mentor', 'army', 'assassination', 'battle[war]', 'civil-war', 'government', 'mother', 'love']	2002	['George Lucas']
Aliens	['Adrenaline Rush', 'Other Dimensions']	['Evil Aliens', 'Heroic Mission', 'Space Travel', 'Robots and Androids', 'Time Sleepers']	['alien[not', 'human]', 'against-all-odds', 'escape', 'android', 'man-vs-aliens', 'Marines', 'parasite']	1986	['James Cameron']
Silver Linings Playbook	['Just for Fun', 'Pick-Me-Ups']	['Mental Illness', 'Starting Over', 'Contests, Pageants and Competitions', 'Fathers and Sons', 'Breakups and Divorces', 'Forbidden Love']	['bonding[relationship]', 'dance-contest', 'mental-illness', 'restraining-order', 'depression']	2012	['David O. Russell']
Black Panther	['Other Dimensions']	['Chosen One', 'Fantasy Lands', 'Heroic Mission', 'Reluctant Hero']	['African', 'death-in-family', 'enemy', 'king', 'kingdom', 'panther', 'Superhero']	2018	['Ryan Coogler']
Pirates of the Caribbean: Dead Man's Chest	['Adrenaline Rush', 'Fantastic Reality']	['Ghosts', 'Daring Rescues', 'Pirates', 'Treasure Hunts']	['pirate[seafarer]', 'sea-captain', 'afterlife', 'captain[ship]', 'cannibal', 'sea-monster']	2006	['Gore Verbinski']
The Incredibles	['Fantastic Reality']	['Heroic Mission', 'Parenthood']	['Superhero', 'crimefighting', 'insurance-agent', 'secret-identity', 'super-power', 'villain']	2004	['Brad Bird']
Sen to Chihiro no kamikakushi	['Head Trips', 'Other Dimensions', 'Young and Old Alike']	['Journey of Self-Discovery', 'Mythical Creatures', 'Fantasy Lands', 'Heroic Mission', 'Magically Transported']	['afterlife', 'afterworld', 'girl', 'lost-child', 'supernatural-forces']	2001	['Hayao Miyazaki']
How to Train Your Dragon	['Young and Old Alike']	['Fathers and Sons', 'Mythical Creatures', 'Unlikely Heroes', 'Vikings']	['dragon', 'hero', 'father', 'Viking']	2010	['Dean DeBlois', 'Chris Sanders']
Gran Torino	['Only Human']	['Haunted By the Past', 'Race Relations', 'Street Gangs']	['boy', 'car', 'gangster', 'gun', 'Hmong', 'veteran[military]']	2008	['Clint Eastwood']
Harry Potter and the Sorcerer's Stone	['Fantastic Reality', 'Other Dimensions']	['Wizards and Magicians', 'Boarding School Life', 'Heroic Mission', 'Witches']	['magic', 'wizard', 'boarding-school', 'orphan', 'owl', 'centaur', 'destiny', 'fantasy-world', 'hero', 'mysticism', 'power', 'sorcerer', 'spell[magic]', 'supernatural-powers', 'witchcraft', 'chess', 'dragon', 'mystery[whodunit]', 'child-abuse']	2001	['Chris Columbus']
The Hangover	['Comedy on the Edge', 'Just for Fun']	"[""Men's Friendship"", 'Missing Persons', 'Nothing Goes Right', 'Party Film', 'Wedding Bells']"	['dentist', 'drunk', 'groom[bridegroom]', 'hangover', 'hotel', 'memory-loss', 'missing-person', 'prostitute/prostitution', 'race-against-time', 'road-trip', 'shotgun-wedding', 'tiger', 'toothache', 'wedding', 'bachelor-party', 'search']	2009	['Todd Phillips']
El laberinto del fauno	['A World of Its Own']	['Chosen One', 'Fantasy Life', 'Mythical Creatures', 'Mothers and Daughters', 'Servants and Employers']	['fairytale', 'fantasy', 'guerrilla', 'labyrinth', 'princess', 'reality', 'revolution']	2006	['Guillermo del Toro']
The Curious Case of Benjamin Button	['A Good Cry', 'In the Mood for Love']	['Age Disparity Romance', 'Miraculous Events', 'Metamorphosis']	['fate', 'love', 'aging']	2008	['David Fincher']
The Bourne Ultimatum	['Adrenaline Rush']	['Amnesia', 'Fighting the System', 'Out For Revenge', 'Race Against Time', 'Haunted By the Past']	['on-the-run', 'secret-organization', 'spy', 'amnesia', 'mystery[enigma]']	2007	['Paul Greengrass']
Transformers	['Adrenaline Rush']	['Robots and Androids', 'Evil Aliens', 'Metamorphosis', 'Priceless Artifacts and Prized Objects']	['robot', 'alien[not', 'human]', 'battle[war]', 'transformation']	2007	['Michael Bay']
The Grand Budapest Hotel	['A World of Its Own']	"[""Clearing One's Name"", 'Mentors', 'Murder Investigations', 'On the Run']"	['boss[employer]', 'hotel', 'war', 'work[occupation]']	2014	['Wes Anderson']
Casino Royale	['Adrenaline Rush']	['Terrorism', 'Heroic Mission', 'Gambling']	['secret-agent', 'casino', 'poker', 'terrorism', 'Bahamas', 'gambling', 'mission[quest]', 'parkour']	2006	['Martin Campbell']
Pirates of the Caribbean: At World's End	['Adrenaline Rush', 'Fantastic Reality', 'Nail-biters']	['Pirates', 'Ghosts', 'Daring Rescues', 'Great Battles', 'Treasure Hunts']	['captain[ship]', 'ghost', 'pirate[seafarer]']	2007	['Gore Verbinski']
The Hobbit: The Desolation of Smaug	['A World of Its Own', 'Other Dimensions']	['Daring Rescues', 'Fantasy Lands', 'Heroic Mission', 'Mythical Creatures', 'Wizards and Magicians']	['adventure', 'dragon', 'elf', 'jewel', 'odyssey', 'quest', 'ring[jewelry]', 'shapeshifter', 'spider']	2013	['Peter Jackson']
Kingsman: The Secret Service	['Adrenaline Rush', 'Nail-biters']	['Going Undercover', 'Heroic Mission', 'Mentors', 'Star Detectives', 'Task Forces', 'Vigilantes']	['apprentice', 'nephew', 'Secret-Service', 'spy']	2014	['Matthew Vaughn']
World War Z	['Adrenaline Rush']	['Heroic Mission', 'Zombies']	['battlefield', 'fight', 'army', 'undead', 'world-war']	2013	['Marc Forster']
Apocalypse Now	['Abandon All Hope', 'For Love of Country']	['Obsessive Quests', 'Assassination Plots', 'Existential Crisis', 'Military Life', 'Switching Sides', 'Task Forces']	['jungle', 'secret-mission', 'assassination', 'captain[military]', 'colonel', 'craziness', 'cult', 'dictator', 'gunboat', 'mission[quest]', 'officer', 'paranoia', 'renegade', 'river', 'Vietnam', 'war', 'war-criminal', 'helicopter']	1979	['Francis Ford Coppola']
Now You See Me	['Fantastic Reality']	['Bank Robbery', 'Miraculous Events', 'Wizards and Magicians']	['bank-robbery', 'magician[performer]', 'illusion', 'magic', 'robbery']	2013	['Louis Leterrier']
Jaws	['Nail-biters']	['Terror in the Water', 'Disasters at Sea', 'Nightmare Vacations', 'When Animals Attack']	['ocean', 'beach', 'man-eater', 'shark', '(great', 'white)', 'attack', 'fisherman', 'hunting']	1975	['Steven Spielberg']
2001: A Space Odyssey	['Eyepoppers', 'Other Dimensions']	['Space Travel', 'Computer Paranoia', 'Benign Aliens', 'Future Dystopias']	['space', 'computers', 'space-exploration', 'technology', 'astronaut', 'evolution', 'exploration', 'spacecraft']	1968	['Stanley Kubrick']
Thor: The Dark World	['Other Dimensions']	['End of the World', 'Fantasy Lands', 'Fathers and Sons', 'Mythical Creatures']	['gods', 'adventurer', 'battle[war]', 'destruction', 'elf', 'enemy', 'mythological-legends', 'quest', 'villain']	2013	['Alan Taylor']
Lock, Stock and Two Smoking Barrels	['Tough Guys']	['Cons and Scams', 'Dangerous Friends', 'Nothing Goes Right', 'One Last Heist']	['British', 'cardsharp', 'crime-lord', 'debt', 'drug-trade', 'mayhem', 'money', 'rival']	1998	['Guy Ritchie']
Her	['Comedy on the Edge']	"['Breakups and Divorces', ""Writer's Life""]"	['computer-software', 'love', 'writer']	2013	['Spike Jonze']
John Wick	['Tough Guys']	"['Hired Killers', ""Man's Best Friend"", 'One Against the Mob', 'Out For Revenge']"	['car-theft', 'criminal', 'dog', 'hitman', 'hotel', 'revenge', 'Russian[nationality]', 'underworld']	2014	['Chad Stahelski', 'David Leitch']
Spider-Man: Homecoming	['Adrenaline Rush']	['In Training', 'Out For Revenge', 'Reluctant Hero']	['coming-of-age', 'disguise', 'father-figure', 'Superhero', 'villain']	2017	['Jon Watts']
Psycho	['Nail-biters']	['Mothers and Sons', 'Woman In Jeopardy']	['embezzlement', 'missing-person', 'private-detective', 'shower', 'stabbing', 'motel', 'mother', 'murder', 'psychopath', 'taxidermy']	1960	['Alfred Hitchcock']
Spider-Man 2	['Adrenaline Rush']	['Double Life', 'Experiments Gone Awry', 'Mad Scientists', 'Unrequited Love']	['Superhero', 'mad-scientist', 'science-runs-amok', 'tentacles', 'villain', 'secret-identity', 'friendship', 'revenge']	2004	['Sam Raimi']
Rogue One	['Adrenaline Rush', 'Other Dimensions']	['Heroic Mission', 'Priceless Artifacts and Prized Objects', 'Space Travel', 'Space Wars']	['blueprints', 'heist', 'mission[quest]', 'rebel', 'space-battle']	2016	['Gareth Edwards']
Harry Potter and the Goblet of Fire	['Fantastic Reality', 'Other Dimensions', 'Young and Old Alike']	['Boarding School Life', 'Wizards and Magicians']	['boarding-school', 'supernatural-powers', 'wizard', 'black-magic', 'witch', 'witchcraft', 'dragon', 'mermaid']	2005	['Mike Newell']
Taken	['Tough Guys']	['Daring Rescues', 'Fathers and Daughters', 'Heroic Mission', 'Kidnapping']	['kidnapping', 'rescue', 'revenge', 'slave-trader', 'father']	2008	['Pierre Morel']
The Amazing Spider-Man	['Fantastic Reality']	['Death in the Family', 'Haunted By the Past', 'Heroic Mission']	['uncle', 'spider', 'super-power', 'teenagers']	2012	['Marc Webb']
Harry Potter and the Chamber of Secrets	['Fantastic Reality', 'Other Dimensions']	['Wizards and Magicians', 'Boarding School Life', 'Heroic Mission', 'Mischievous Children', 'Daring Rescues']	['magic', 'boarding-school', 'wizard', 'friendship', 'monster', 'supernatural-powers', 'childhood-adventures', 'witchcraft']	2002	['Chris Columbus']
X-Men	['Adrenaline Rush']	['Mutants', 'Righting the Wronged', 'Heroic Mission', 'Great Battles', 'Misfits and Outsiders', 'Psychic Abilities', 'Social Injustice']	['discrimination', 'evolution', 'mastermind', 'mutant', 'opponent', 'Senator', 'Superhero']	2000	['Bryan Singer']
Prometheus	['Fantastic Reality']	['Robots and Androids', 'Space Travel']	['cyborg', 'outer-space', 'scientist', 'space-travel']	2012	['Ridley Scott']
